"phase title","phase see","pattern title","pattern see","rule title","rule context","generate context test","let name","let value","assert test","assert description","assert severity","notes"
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:HeatingPlants/auc:HeatingPlant/auc:SolarThermal","false","","","auc:Capacity","","ERROR",""
"","","","","","","","","","auc:CapacityUnits","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:CoolingSources/auc:CoolingSource[not(auc:CoolingSourceType/auc:CoolingPlantID)]","false","","","auc:Capacity","","ERROR",""
"","","","","","","","","","auc:CapacityUnits","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:HeatingSources/auc:HeatingSource[not(auc:HeatingSourceType/auc:HeatingPlantID)]","false","","","auc:InputCapacity","","ERROR",""
"","","","","","","","","","auc:Capacity","","ERROR",""
"","","","","","","","","","auc:CapacityUnits","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CondenserPlants/auc:CondenserPlant/*[contains('AirCooled WaterCooled  GroundSource GlycolCooledDryCooler', local-name())]","false","","","auc:Capacity","","ERROR",""
"","","","","","","","","","auc:CapacityUnits","","ERROR",""
"HVAC Condition","ASHRAE 211 6.2.1.3 (a)","Condition","ASHRAE 211 6.2.1.3 (a)","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:HeatingPlants/auc:HeatingPlant","false","","","auc:HeatingPlantCondition","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CoolingPlants/auc:CoolingPlant","false","","","auc:CoolingPlantCondition","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CondenserPlants/auc:CondenserPlant","false","","","auc:CondenserPlantCondition","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery","false","","","auc:DeliveryCondition","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:CoolingSources/auc:CoolingSource[not(auc:CoolingSourceType/auc:CoolingPlantID)]","false","","","auc:CoolingSourceCondition","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:HeatingSources/auc:HeatingSource[not(auc:HeatingSourceType/auc:HeatingPlantID)]","false","","","auc:HeatingSourceCondition","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:DuctSystems/auc:DuctSystem","false","","","auc:DuctInsulationCondition","","ERROR",""
"HVAC Central Plant","ASHRAE 211 6.2.1.3 (b)","Heating Plants","ASHRAE 211 6.2.1.3 (b)","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:HeatingPlants/auc:HeatingPlant/auc:Boiler","false","","","auc:BoilerType","","ERROR",""
"","","","","","","","","","auc:CondensingOperation","","ERROR",""
"","","","","","","","","","auc:HeatingStaging","","ERROR",""
"","","","","","","","","","auc:AnnualHeatingEfficiencyValue","","ERROR",""
"","","","","","","","","","auc:AnnualHeatingEfficiencyUnits","","ERROR",""
"","","","","","","","","","auc:ThermalEfficiency","","ERROR",""
"","","","","","","","","","auc:CombustionEfficiency","","ERROR",""
"","","","","","","","","","auc:Quantity","","ERROR",""
"","","","","","","","","","../auc:PrimaryFuel","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:HeatingPlants/auc:HeatingPlant/auc:DistrictHeating","false","","","auc:DistrictHeatingType","","ERROR",""
"","","","","","","","","","auc:AnnualHeatingEfficiencyValue","","ERROR",""
"","","","","","","","","","auc:AnnualHeatingEfficiencyUnits","","ERROR",""
"","","","","","","","","","auc:Quantity","","ERROR",""
"","","","","","","","","","../auc:PrimaryFuel","","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:HeatingPlants/auc:HeatingPlant/auc:SolarThermal","false","","","auc:AnnualHeatingEfficiencyValue","","ERROR",""
"","","","","","","","","","auc:AnnualHeatingEfficiencyUnits","","ERROR",""
"","","","","","","","","","auc:Quantity","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CoolingPlants/auc:CoolingPlant/auc:Chiller","false","","","auc:ChillerType","","ERROR",""
"","","","","","","","","","auc:ChillerCompressorType","","ERROR",""
"","","","","","","","","","auc:CompressorStaging","","ERROR",""
"","","","","","","","","","auc:CompressorStaging/text() != 'Multiple discrete stages' or auc:NumberOfDiscreteCoolingStages","","ERROR",""
"","","","","","","","","","auc:CoolingStageCapacity","","WARNING",""
"","","","","","","","","","auc:ChillerType/text() != 'Absorption' or auc:AbsorptionHeatSource","","ERROR",""
"","","","","","","","","","auc:ChillerType/text() != 'Absorption' or auc:AbsorptionStages","","ERROR",""
"","","","","","","","","","auc:AnnualCoolingEfficiencyValue","","ERROR",""
"","","","","","","","","","auc:AnnualCoolingEfficiencyUnits","","ERROR",""
"","","","","","","","","","auc:Quantity","","ERROR",""
"","","","","","","","","","../auc:PrimaryFuel","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CoolingPlants/auc:CoolingPlant/auc:DistrictChilledWater","false","","","auc:AnnualCoolingEfficiencyValue","","ERROR",""
"","","","","","","","","","auc:AnnualCoolingEfficiencyUnits","","ERROR",""
"","","","","","","","","","../auc:PrimaryFuel","","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CondenserPlants/auc:CondenserPlant/auc:WaterCooled","false","","","auc:WaterCooledCondenserType","","ERROR",""
"","","","","","","","","","../auc:PrimaryFuel","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CondenserPlants/auc:CondenserPlant/auc:AirCooled","false","","","auc:CondenserFanSpeedOperation","","ERROR",""
"","","","","","","","","","../auc:PrimaryFuel","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CondenserPlants/auc:CondenserPlant/auc:GroundSource","false","","","auc:GroundSourceType","","ERROR",""
"","","","","","","","","","auc:WellCount","","WARNING",""
"HVAC Distribution System Sources","ASHRAE 211 6.2.1.3 (c)","Heating and Cooling Sources","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems","false","","","auc:ZoningSystemType","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery","false","","","auc:DeliveryType","","ERROR",""
"","","","","","","","","","auc:HeatingSourceID or auc:CoolingSourceID","","ERROR",""
"","","","","","","","","","auc:Quantity","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:HeatingSourceID","false","","","//auc:HeatingSource[@ID = current()/@IDref]","auc:HeatingSourceID must point to a valid auc:HeatingSource","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:CoolingSourceID","false","","","//auc:CoolingSource[@ID = current()/@IDref]","auc:CoolingSourceID must point to a valid auc:CoolingSource","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:HeatingSources/auc:HeatingSource","false","","","auc:HeatingSourceType/*","","ERROR",""
"","","","","","","","","","(auc:AnnualHeatingEfficiencyValue and not(auc:HeatingSourceType/auc:HeatingPlantID)) or (not(auc:AnnualHeatingEfficiencyValue) and auc:HeatingSourceType/auc:HeatingPlantID)","auc:HeatingSource must provide auc:AnnualHeatingEfficiencyValue or be linked to an auc:HeatingPlant","ERROR",""
"","","","","","","","","","(auc:AnnualHeatingEfficiencyUnits and not(auc:HeatingSourceType/auc:HeatingPlantID)) or (not(auc:AnnualHeatingEfficiencyUnits) and auc:HeatingSourceType/auc:HeatingPlantID)","auc:HeatingSource must provide auc:AnnualHeatingEfficiencyUnits or be linked to an auc:HeatingPlant","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:HeatingSources/auc:HeatingSource/auc:HeatingSourceType/auc:Furnace","false","","","auc:FurnaceType","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:HeatingSources/auc:HeatingSource/auc:HeatingSourceType/auc:HeatPump","false","","","auc:HeatPumpType","","ERROR",""
"","","","","","","","","","auc:HeatPumpBackupSystemFuel","","ERROR",""
"","","","","","","","","","auc:HeatPumpBackupAFUE","","ERROR",""
"","","","","","","","","","auc:CoolingSourceID/@IDref = ancestor::auc:HeatingAndCoolingSystems/auc:CoolingSources/auc:CoolingSource[auc:CoolingSourceType/auc:DX]/@ID","An auc:HeatPump's auc:CoolingSourceID must point to an auc:CoolingSource[auc:CoolingSourceType/auc:DX]","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:CoolingSources/auc:CoolingSource","false","","","auc:CoolingSourceType/*","","ERROR",""
"","","","","","","","","","(auc:AnnualCoolingEfficiencyValue and not(auc:CoolingSourceType/auc:CoolingPlantID)) or (not(auc:AnnualCoolingEfficiencyValue) and auc:CoolingSourceType/auc:CoolingPlantID)","auc:CoolingSource must provide auc:AnnualCoolingEfficiencyValue or be linked to an auc:CoolingPlant","ERROR",""
"","","","","","","","","","(auc:AnnualCoolingEfficiencyUnits and not(auc:CoolingSourceType/auc:CoolingPlantID)) or (not(auc:AnnualCoolingEfficiencyUnits) and auc:CoolingSourceType/auc:CoolingPlantID)","auc:CoolingSource must provide auc:AnnualCoolingEfficiencyUnits or be linked to an auc:CoolingPlant","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:CoolingSources/auc:CoolingSource/auc:CoolingSourceType/auc:DX","false","","","auc:DXSystemType","","ERROR",""
"","","","","","","","","","auc:CompressorType","","ERROR",""
"","","","","","","","","","auc:CompressorStaging","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:CoolingSources/auc:CoolingSource/auc:CoolingSourceType/auc:EvaporativeCooler","false","","","auc:EvaporativeCoolingType","","ERROR",""
"HVAC Distribution System Delivery Type Air Delivery","ASHRAE 211 6.2.1.3 (c)","Delivery Type","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:CentralAirDistribution","false","","","auc:AirDeliveryType","","ERROR",""
"","","","","","","","","","auc:TerminalUnit","","ERROR",""
"","","","","","","","","","auc:ReheatSource","","ERROR",""
"","","","","","","","","","auc:ReheatSource/text() = 'None' or auc:ReheatControlMethod","","ERROR",""
"","","","","","","","","","auc:ReheatSource/text() != 'Heating plant' or auc:ReheatPlantID","","ERROR",""
"","","Central Air Distribution Delivery","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:CentralAirDistribution","false","deliveryID","current()/ancestor::auc:Delivery/@ID","//auc:Systems/auc:FanSystems/auc:FanSystem[auc:LinkedSystemIDs/auc:LinkedSystemID/@IDref = $deliveryID]","auc:Delivery ID must be linked to a valid auc:FanSystem","ERROR",""
"","","","","","","","","","ancestor::auc:HVACSystem/auc:DuctSystems/auc:DuctSystem[auc:HeatingDeliveryID/@IDref = $deliveryID or auc:CoolingDeliveryID/@IDref = $deliveryID]","auc:Delivery ID must be linked to an auc:DuctSystem through auc:HeatingDeliveryID or auc:CoolingDeliveryID","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:FanSystems/auc:FanSystem","false","","","auc:FanControlType","","ERROR",""
"","","","","","","","","","auc:FanEfficiency","","ERROR",""
"","","","","","","","","","auc:FanSize","","ERROR",""
"","","","","","","","","","auc:InstalledFlowRate","","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:DuctSystems/auc:DuctSystem","false","","","auc:DuctConfiguration","","ERROR",""
"","","Zone Equipment","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:ZoneEquipment","false","","","count(current()/*) >= 1","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:ZoneEquipment/auc:FanBased","false","","","auc:FanBasedDistributionType/auc:FanCoil","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:ZoneEquipment/auc:FanBased/auc:FanBasedDistributionType/auc:FanCoil","false","","","auc:FanCoilType","","ERROR",""
"","","","","","","","","","auc:HVACPipeConfiguration","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:ZoneEquipment/auc:Convection","false","","","auc:ConvectionType","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:ZoneEquipment/auc:Radiant","false","","","auc:RadiantType","","ERROR",""
"HVAC Distribution System Delivery Type Water Delivery","ASHRAE 211 6.2.1.3 (c)","Plant Pumps","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:HeatingPlants/auc:HeatingPlant","false","","","//auc:Systems/auc:PumpSystems/auc:PumpSystem/auc:LinkedSystemIDs/auc:LinkedSystemID/@IDref = current()/@ID","auc:HeatingPlant must be linked to an auc:PumpSystem through auc:PumpSystem/auc:LinkedSystemIDs","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CoolingPlants/auc:CoolingPlant","false","","","//auc:Systems/auc:PumpSystems/auc:PumpSystem/auc:LinkedSystemIDs/auc:LinkedSystemID/@IDref = current()/@ID","auc:CoolingPlant must be linked to an auc:PumpSystem through auc:PumpSystem/auc:LinkedSystemIDs","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:Plants/auc:CondenserPlants/auc:CondenserPlant","false","","","//auc:Systems/auc:PumpSystems/auc:PumpSystem/auc:LinkedSystemIDs/auc:LinkedSystemID/@IDref = current()/@ID","auc:CondenserPlant must be linked to an auc:PumpSystem through auc:PumpSystem/auc:LinkedSystemIDs","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:PumpSystems/auc:PumpSystem","false","","","auc:PumpControlType","","ERROR",""
"","","","","","","","","","auc:PumpEfficiency","","ERROR",""
"","","","","","","","","","auc:PumpMaximumFlowRate","","ERROR",""
"","","","","","","","","","auc:PumpInstalledFlowRate","","WARNING",""
"HVAC Distribution System Delivery Outdoor Air Control","ASHRAE 211 6.2.1.3 (c)","Central Air Distribution","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:CentralAirDistribution","false","","","auc:FanBased/auc:AirSideEconomizer","","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HVACSystems/auc:HVACSystem/auc:HeatingAndCoolingSystems/auc:Deliveries/auc:Delivery/auc:DeliveryType/auc:CentralAirDistribution/auc:FanBased/auc:AirSideEconomizer","false","","","auc:AirSideEconomizerType","","ERROR",""
"","","","","","","","","","(auc:AirSideEconomizerType = 'None' and auc:EconomizerControl) or (auc:AirSideEconomizerType != 'None' and not(auc:EconomizerControl))","If auc:AirSideEconomizerType is None then auc:EconomizerControl must be defined, otherwise auc:EconomizerControl must not exist.","ERROR",""
"","","Heat Recovery System","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Systems/auc:HeatRecoverySystems/auc:HeatRecoverySystem","false","","","auc:HeatRecoveryEfficiency or auc:EnergyRecoveryEfficiency","","ERROR",""
