"phase title","phase see","pattern title","pattern see","rule title","rule context","generate context test","let name","let value","assert test","assert description","assert severity","notes"
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Service-Production and assembly""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Service""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Transportation terminal""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Central Plant""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Water treatment-Wastewater""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Water treatment-Drinking water and distribution""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Water treatment""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Energy generation plant""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Industrial manufacturing plant""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Utility""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Industrial""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Agricultural estate""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:ProcessLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Mixed-use commercial""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:DomesticHotWaterSystems/auc:DomesticHotWaterSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:DomesticHotWaterSystem is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Parking""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is recommended","WARNING",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","","","","","//auc:ProcessLoads/auc:ProcessLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:ProcessLoad found","INFO",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Attic""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:HVACSystem found","INFO",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:LightingSystem found","INFO",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:PlugLoad found","INFO",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Basement""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:HVACSystem found","INFO",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:LightingSystem found","INFO",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","No linked auc:PlugLoad found","INFO",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Dining area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Living area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Sleeping area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Laundry area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","","","","","//auc:LaundrySystems/auc:LaundrySystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LaundrySystem is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Lodging area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Dressing area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Restroom""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Auditorium""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is recommended","WARNING",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Classroom""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Day room""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Sport play area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Stage""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Spectator area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Office work area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
"","","","","","/auc:BuildingSync/auc:Facilities/auc:Facility/auc:Sites/auc:Site/auc:Buildings/auc:Building/auc:Sections/auc:Section[auc:SectionType/text() != ""Whole building"" and auc:OccupancyClassification/text() = ""Non-office work area""]","False","","","//auc:HVACSystems/auc:HVACSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:HVACSystem is required","ERROR",""
"","","","","","","","","","//auc:LightingSystems/auc:LightingSystem/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:LightingSystem is required","ERROR",""
"","","","","","","","","","//auc:PlugLoads/auc:PlugLoad/auc:LinkedPremises/auc:Section/auc:LinkedSectionID[@IDref = current()/@ID]","A linked auc:PlugLoad is required","ERROR",""
